Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator,Runway_ID,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
F05,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,16/34,4304,80,ASPH-F,MED,10,,,,G
VCT,ALL/SUN/0600-1800,AIRPORT,Y-L,18/36,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/SAT/0600-2000,AIRPORT,Y-L,18/36,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/MON-FRI/0600-2000,AIRPORT,Y-L,18/36,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/SUN/0600-1800,AIRPORT,Y-L,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,ALL/SAT/0600-2000,AIRPORT,Y-L,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,ALL/MON-FRI/0600-2000,AIRPORT,Y-L,13/31,9111,150,ASPH-G,HIGH,28,49,87,,G
ACT,ALL/ALL/0430-2400,AIRPORT,,01/19,7107,150,ASPH-G,HIGH,50,82,,,G
ACT,ALL/ALL/0430-2400,AIRPORT,,14/32,5103,150,ASPH-G,MED,50,82,,,F
BTF,"APR - SEP/SAT/0800-1800",AIRPORT,Y,17/35,4634,70,ASPH-E,LOW,12,,,,G
BTF,"OCT - MAR/MON-FRI/0800-1700",AIRPORT,Y,17/35,4634,70,ASPH-E,LOW,12,,,,G
BTF,"OCT - MAR/SAT/0800-1700",AIRPORT,Y,17/35,4634,70,ASPH-E,LOW,12,,,,G
BTF,"ALL/SUN/0800 - 1300",AIRPORT,Y,17/35,4634,70,ASPH-E,LOW,12,,,,G
BTF,"APR - SEP/MON-FRI/0800-1800",AIRPORT,Y,17/35,4634,70,ASPH-E,LOW,12,,,,G
CDC,ALL/ALL/DALGT,AIRPORT,Y-L,02/20,8653,150,ASPH-G,HIGH,56,76,127,142,G
CDC,ALL/ALL/DALGT,AIRPORT,Y-L,08/26,4822,60,ASPH-F,MED,16,,,,G
OGD,ALL/ALL/ALL,AIRPORT,Y-L,03/21,8107,150,ASPH-E,HIGH,85,150,,,G
OGD,ALL/ALL/ALL,AIRPORT,Y-L,17/35,5195,100,ASPH-G,MED,80,140,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,AIRPORT,Y,08/26,3151,75,ASPH-G,,12,,,,G
PUC,NOV-MAR/MON-SAT/0800-1700,AIRPORT,Y,08/26,3151,75,ASPH-G,,12,,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,AIRPORT,Y,01/19,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,NOV-MAR/MON-SAT/0800-1700,AIRPORT,Y,01/19,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,AIRPORT,Y,15/33,4513,75,ASPH-F,MED,13,,,,F
PUC,NOV-MAR/MON-SAT/0800-1700,AIRPORT,Y,15/33,4513,75,ASPH-F,MED,13,,,,F
PVU,JUN-OCT/ALL/0600-2200,AIRPORT,,18/36,6628,150,ASPH-G,MED,50,70,110,,G
PVU,NOV-MAY/ALL/0600-2100,AIRPORT,,18/36,6628,150,ASPH-G,MED,50,70,110,,G
PVU,JUN-OCT/ALL/0600-2200,AIRPORT,,13/31,8603,150,ASPH-G,HIGH,65,85,140,,G
PVU,NOV-MAY/ALL/0600-2100,AIRPORT,,13/31,8603,150,ASPH-G,HIGH,65,85,140,,G
RIF,ALL/ALL/0800-1700,AIRPORT,Y-L,01/19,7100,100,ASPH-F,MED,45,75,,,F
SGU,ALL/ALL/0600-2400,AIRPORT,Y-L,01/19,9300,150,ASPH-G,HIGH,75,150,,,G
U42,ALL/ALL/0700-2100,AIRPORT,Y-L,16/34,5862,100,ASPH-G,MED,30,43,,,G
SLC,ALL/ALL/ALL,AIRPORT,Y-L,14/32,4893,150,ASPH-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,AIRPORT,Y-L,16L/34R,12002,150,ASPH-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,AIRPORT,Y-L,16R/34L,12000,150,CONC-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,AIRPORT,Y-L,17/35,9596,150,ASPH-G,HIGH,60,200,350,850,G
VEL,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L,17/35,7000,100,ASPH-E,MED,45,55,,,G
ENV,ALL/ALL/0800-1800,AIRPORT,Y,08/26,10002,150,ASPH-G,MED,75,140,208,,G
ENV,ALL/ALL/0800-1800,AIRPORT,Y,12/30,8002,100,ASPH-F,MED,75,140,180,,G
RMN,ALL/ALL/0800-1800,AIRPORT,Y-L,15/33,5000,100,ASPH-G,HIGH,30,70,,,G
HSP,ALL/ALL/0900-1700,AIRPORT,Y-L,07/25,5600,100,ASPH-F,HIGH,65,160,,,G
JYO,ALL/ALL/0500-2000,AIRPORT,Y,17/35,5500,100,ASPH-G,HIGH,30,70,,,G
JFZ,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,07/25,4299,75,ASPH-G,MED,12,18,,,F
RIC,ALL/ALL/ALL,AIRPORT,Y-L,16/34,9003,150,ASPH-G,HIGH,125,200,340,,G
RIC,ALL/ALL/ALL,AIRPORT,Y-L,02/20,6607,150,ASPH-E,HIGH,125,200,340,,G
ROA,ALL/ALL/ALL,AIRPORT,Y-L,16/34,5810,150,ASPH-G,HIGH,150,200,310,,G
ROA,ALL/ALL/ALL,AIRPORT,Y-L,06/24,6800,150,ASPH-G,HIGH,150,200,310,,G
74S,UNATNDD,AIRPORT,Y,18/36,3018,60,ASPH-G,MED,12,,,,G
AWO,ALL/M-F/0800-1700,AIRPORT,Y-L,16/34,5332,100,ASPH-G,MED,114,150,270,,G
AWO,ALL/M-F/0800-1700,AIRPORT,Y-L,11/29,3498,75,ASPH-E,,32,34,59,,G
BLI,ALL/ALL/ALL,AIRPORT,Y-L,16/34,6700,150,ASPH-G,HIGH,75,160,250,,G
S97,UNATNDD,AIRPORT,Y-L,07/25,4000,60,ASPH-G,MED,15,,,,G
BVS,ALL/ALL/0700-1900,AIRPORT,Y-L,11/29,5480,100,ASPH-E,MED,60,75,125,,G
BVS,ALL/ALL/0700-1900,AIRPORT,Y-L,04/22,3000,60,ASPH-P,LOW,12,,,,P
DEW,NOV-MAR/ALL/1000-1600,AIRPORT,Y-L,16/34,6101,75,ASPH-G,MED,30,50,,,F
DEW,APR-OCT/ALL/0800-1700,AIRPORT,Y-L,16/34,6101,75,ASPH-G,MED,30,50,,,F
DEW,NOV-MAR/ALL/1000-1600,AIRPORT,Y-L,05/23,3200,60,ASPH-G,,12,,,,F
DEW,APR-OCT/ALL/0800-1700,AIRPORT,Y-L,05/23,3200,60,ASPH-G,,12,,,,F
PAE,NOV-APR/ALL/0700-2100,AIRPORT,Y-L,16L/34R,3004,75,ASPH-G,MED,12,,,,G
PAE,MAY-OCT/ALL/0700-2100,AIRPORT,Y-L,16L/34R,3004,75,ASPH-G,MED,12,,,,G
PAE,NOV-APR/ALL/0700-2100,AIRPORT,Y-L,16R/34L,9010,150,ASPH-CONC-G,HIGH,100,200,350,830,G
PAE,MAY-OCT/ALL/0700-2100,AIRPORT,Y-L,16R/34L,9010,150,ASPH-CONC-G,HIGH,100,200,350,830,G
FHR,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,16/34,3402,75,ASPH-G,MED,12,,,,G
MWH,ALL/ALL/ALL,AIRPORT,Y-L,18/36,3327,75,ASPH-G,MED,75,170,300,400,G
MWH,ALL/ALL/ALL,AIRPORT,Y-L,14R/32L,2936,75,CONC-G,,100,200,400,400,G
MWH,ALL/ALL/ALL,AIRPORT,Y-L,04/22,10000,100,CONC-G,MED,75,100,175,475,G
MWH,ALL/ALL/ALL,AIRPORT,Y-L,09/27,3500,90,CONC-G,NSTD,100,150,270,475,
MWH,ALL/ALL/ALL,AIRPORT,Y-L,14L/32R,13503,200,CONC-G,HIGH,85,155,320,600,G
OLM,ALL/ALL/0800-1800,AIRPORT,Y-L,08/26,4157,150,ASPH-G,,30,,,,G
OLM,ALL/ALL/0800-1800,AIRPORT,Y-L,17/35,5500,150,ASPH-G,HIGH,75,94,142,,P
PSC,ALL/ALL/0800-2000,AIRPORT,Y-L,03R/21L,4423,75,ASPH-F,,52,85,108,150,G
PSC,ALL/ALL/0800-2000,AIRPORT,Y-L,12/30,7704,150,ASPH-G,MED,150,200,400,,G
PSC,ALL/ALL/0800-2000,AIRPORT,Y-L,03L/21R,7707,150,ASPH-G,HIGH,150,200,400,,G
CLM,ALL/ALL/0900-1930,AIRPORT,Y-L,13/31,3255,50,ASPH-F,,30,,,,G
CLM,ALL/ALL/0900-1930,AIRPORT,Y-L,08/26,6347,150,ASPH-G,MED,55,66,115,,F
PUW,ALL/ALL/0800-1800,AIRPORT,Y-L,05/23,7100,150,ASPH-G,HIGH,120,239,385,,G
RNT,ALL/ALL/0700-DUSK,AIRPORT,Y-L,16/34,5382,200,ASPH-CONC-G,MED,100,130,340,,G
BFI,ALL/ALL/ALL,AIRPORT,Y-L,14L/32R,3709,100,ASPH-F,MED,120,250,550,1109,G
BFI,ALL/ALL/ALL,AIRPORT,Y-L,14R/32L,10007,200,ASPH-G,HIGH,100,200,500,800,G
GEG,ALL/ALL/ALL,AIRPORT,Y-L,08/26,8199,150,ASPH-G,MED,150,180,280,,G
GEG,ALL/ALL/ALL,AIRPORT,Y-L,03/21,11002,150,ASPH-CONC-E,HIGH,200,200,400,,G
SFF,ALL/ALL/0600-2000,AIRPORT,Y-L,04L/22R,4499,140,CONC-G,MED,30,,,,G
SFF,ALL/ALL/0600-2000,AIRPORT,Y-L,04R/22L,2650,75,ASPH-F,,30,,,,G
TIW,ALL/ALL/0700-1600,AIRPORT,Y-L,17/35,5002,100,ASPH-G,MED,50,80,80,150,G
ALW,ALL/ALL/0800-1800,AIRPORT,Y-L,02/20,6527,150,CONC-G,HIGH,60,80,130,,G
EAT,ALL/ALL/0800-1800,AIRPORT,Y-L,12/30,7000,150,ASPH-G,HIGH,116,192,,,G
S52,UNATNDD,AIRPORT,Y,13/31,5049,75,ASPH-E,MED,30,,,,G
YKM,"ALL/ALL/0600 - 2000",AIRPORT,Y-L,09/27,7604,150,ASPH-E,HIGH,95,160,220,550,G
YKM,"ALL/ALL/0600 - 2000",AIRPORT,Y-L,04/22,3835,150,ASPH-P,MED,70,80,120,,G
MRB,MAY-SEPT/ALL/0700-1900,AIRPORT,Y-L,08/26,8815,150,ASPH-CONC-G,HIGH,120,195,339,830,G
MRB,OCT-APR/ALL/0700-1900,AIRPORT,Y-L,08/26,8815,150,ASPH-CONC-G,HIGH,120,195,339,830,G
I18,ALL/ALL/0800-1600,AIRPORT,Y-L,04/22,4000,75,ASPH-E,MED,12,,,,G
ATW,ALL/ALL/ALL,AIRPORT,Y-L,03/21,8003,150,CONC-G,HIGH,75,160,320,,G
ATW,ALL/ALL/ALL,AIRPORT,Y-L,12/30,6502,150,CONC-G,HIGH,75,160,320,,G
GRB,ALL/ALL/0500-2200,AIRPORT,Y-L,06/24,7700,150,CONC-G,HIGH,90,160,260,,G
GRB,ALL/ALL/0500-2200,AIRPORT,Y-L,18/36,8700,150,CONC-G,HIGH,95,165,275,,G
ENW,ALL/ALL/0700-2100,AIRPORT,Y,15/33,4440,100,CONC-G,HIGH,62,73,135,,G
ENW,ALL/ALL/0700-2100,AIRPORT,Y,07R/25L,3302,75,ASPH-CONC-F,MED,40,48,,,G
ENW,ALL/ALL/0700-2100,AIRPORT,Y,07L/25R,6600,100,CONC-E,HIGH,62,73,135,,G
LSE,ALL/ALL/0600-2100,AIRPORT,Y-L,04/22,5199,150,ASPH-F,HIGH,65,110,190,,F
LSE,ALL/ALL/0600-2100,AIRPORT,Y-L,13/31,6050,150,ASPH-G,MED,125,190,430,,G
LSE,ALL/ALL/0600-2100,AIRPORT,Y-L,18/36,8742,150,CONC-G,HIGH,125,190,430,850,G
MWC,ALL/SAT-SUN/0700-2100,AIRPORT,Y,15L/33R,4103,75,ASPH-E,MED,30,,,,G
MWC,ALL/MON-FRI/0600-2100,AIRPORT,Y,15L/33R,4103,75,ASPH-E,MED,30,,,,G
MWC,ALL/SAT-SUN/0700-2100,AIRPORT,Y,04L/22R,3201,75,ASPH-E,MED,30,,,,G
MWC,ALL/MON-FRI/0600-2100,AIRPORT,Y,04L/22R,3201,75,ASPH-E,MED,30,,,,G
C35,ALL/ALL/0800-1600,AIRPORT,Y-L,07/25,2510,50,ASPH-G,MED,30,,,,G
C35,ALL/ALL/0800-1600,AIRPORT,Y-L,18/36,4840,75,ASPH-F,MED,30,,,,G
SUE,ALL/MON-SAT/0700-1700,AIRPORT,Y-L,02/20,4599,75,ASPH-F,MED,16,22,,,F
SUE,ALL/SUN/1000-1700,AIRPORT,Y-L,02/20,4599,75,ASPH-F,MED,16,22,,,F
SUE,ALL/MON-SAT/0700-1700,AIRPORT,Y-L,10/28,3199,75,ASPH-E,MED,16,22,,,G
SUE,ALL/SUN/1000-1700,AIRPORT,Y-L,10/28,3199,75,ASPH-E,MED,16,22,,,G
Y51,UNATNDD,AIRPORT,Y-L,11/29,4000,60,ASPH-E,MED,12,,,,G
46U,UNATNDD,AIRPORT,Y,13/31,5827,70,ASPH-G,MED,50,,,,G
CPR,ALL/ALL/ALL,AIRPORT,Y-L,03/21,10165,150,ASPH-G,HIGH,130,170,270,,G
CPR,ALL/ALL/ALL,AIRPORT,Y-L,08/26,8679,150,ASPH-F,HIGH,85,140,260,,G
CYS,ALL/ALL/0600-2200,AIRPORT,Y-L,09/27,9270,150,CONC-F,HIGH,75,140,150,250,G
CYS,ALL/ALL/0600-2200,AIRPORT,Y-L,13/31,6690,150,ASPH-G,MED,75,120,150,200,G
COD,ALL/ALL/0500-2300,AIRPORT,Y-L,04/22,8268,100,ASPH-G,HIGH,95,124,193,,G
EVW,ALL/ALL/0700-1900,AIRPORT,Y-L,05/23,7300,100,ASPH-G,HIGH,30,70,,,G
GCC,ALL/ALL/0500-2400,AIRPORT,Y-L,16/34,7501,150,CONC-G,HIGH,70,110,160,,G
GCC,ALL/ALL/0500-2400,AIRPORT,Y-L,03/21,5804,75,CONC-G,MED,40,60,,,G
GEY,UNATNDD,AIRPORT,Y-L,08/26,3953,75,ASPH-G,,12,,,,G
GEY,UNATNDD,AIRPORT,Y-L,16/34,7003,150,ASPH-G,MED,85,150,290,,G
JAC,ALL/ALL/0700-2130,AIRPORT,Y-L,01/19,6300,150,ASPH-E,HIGH,120,187,287,,G
LND,ALL/ALL/0600-1600,AIRPORT,Y-L,04/22,5000,75,ASPH-E,MED,30,,,,G
LAR,ALL/ALL/0500-2100,AIRPORT,Y-L,12/30,6300,100,ASPH-G,MED,86,105,160,,G
LAR,ALL/ALL/0500-2100,AIRPORT,Y-L,03/21,8502,150,ASPH-G,MED,86,105,160,,G
RKS,ALL/ALL/0400-2200,AIRPORT,Y-L,03/21,5228,75,ASPH-G,MED,59,88,159,,G
RKS,ALL/ALL/0400-2200,AIRPORT,Y-L,09/27,10000,150,ASPH-G,HIGH,55,240,503,,G
SAA,APR-NOV/ALL/0800-1700,AIRPORT,Y-L,05/23,8801,100,ASPH-G,MED,50,,,,G
SAA,DEC-MAR/ALL/0800-1600,AIRPORT,Y-L,05/23,8801,100,ASPH-G,MED,50,,,,G
SHR,ALL/ALL/DALGT,AIRPORT,Y-L,15/33,8301,100,ASPH-E,HIGH,60,75,,,G
SHR,ALL/ALL/DALGT,AIRPORT,Y-L,06/24,5039,75,ASPH-G,MED,36,50,,,G
ADK,ALL/SAT-WED/0800-1600,AIRPORT,Y,05/23,7790,200,ASPH-G,HIGH,80,145,325,770,G
7AK,ALL/ALL/0700-1900,AIRPORT,Y-L,09/27,4500,75,ASPH,MED,120,250,,,F
ANC,ALL/ALL/ALL,AIRPORT,Y-L,07R/25L,12400,200,ASPH-CONC-G,HIGH,75,175,400,1300,G
ANC,ALL/ALL/ALL,AIRPORT,Y-L,07L/25R,10600,150,ASPH-G,HIGH,75,175,400,900,G
ANC,ALL/ALL/ALL,AIRPORT,Y-L,15/33,10865,200,ASPH-G,HIGH,75,175,400,900,G
MRI,ALL/MON-FRI/0730-1700,AIRPORT,Y-L,07/25,4000,100,ASPH-G,MED,50,80,,,G
MRI,ALL/MON-FRI/0730-1700,AIRPORT,Y-L,16/34,2640,75,ASPH-F,MED,20,,,,F
BRW,ALL/ALL/0600-2030,AIRPORT,Y-L,08/26,7100,150,ASPH-F,HIGH,75,160,300,,G
BET,MAR-OCT/SAT-SUN/0700-2200,AIRPORT,Y-L,01L/19R,6400,150,ASPH-F,HIGH,105,147,244,,F
BET,NOV-APR/MON-FRI/0500-2100,AIRPORT,Y-L,01L/19R,6400,150,ASPH-F,HIGH,105,147,244,,F
BET,NOV-APR/SAT-SUN/0700-2100,AIRPORT,Y-L,01L/19R,6400,150,ASPH-F,HIGH,105,147,244,,F
BET,MAR-OCT/MON-FRI/0630-2200,AIRPORT,Y-L,01L/19R,6400,150,ASPH-F,HIGH,105,147,244,,F
CDB,"ALL/MON - SAT/0700 - 1800",AIRPORT,Y,08/26,4900,150,ASPH-G,HIGH,99,131,345,,G
CDB,"ALL/MON - SAT/0700 - 1800",AIRPORT,Y,15/33,10179,150,ASPH-G,HIGH,99,200,345,875,G
CDV,ALL/SAT-SUN/0600-1630,AIRPORT,Y-L,09/27,7500,150,ASPH-G,HIGH,90,153,280,,G
CDV,ALL/MON-FRI/0600-1630,AIRPORT,Y-L,09/27,7500,150,ASPH-G,HIGH,90,153,280,,G
DLG,ALL/ALL/0700-1730,AIRPORT,Y,01/19,6400,150,ASPH-G,HIGH,116,186,300,726,G
FAI,ALL/ALL/ALL,AIRPORT,Y-L,02L/20R,11800,150,ASPH-G,HIGH,75,220,580,1100,G
GAL,OCT-APR/MON-FRI/0600-1700,AIRPORT,Y,08/26,6000,100,ASPH-F,MED,110,144,240,,F
GST,"15 MAY-1SEP/FRI-MON/0930-1800",AIRPORT,Y,11/29,6720,150,ASPH-G,MED,60,100,,,G
GST,"1 SEP-15 MAY/ALL/0600-1430",AIRPORT,Y,11/29,6720,150,ASPH-G,MED,60,100,,,G
GST,"15 MAY-1 SEP/TUE-THU/0600-1800",AIRPORT,Y,11/29,6720,150,ASPH-G,MED,60,100,,,G
GST,"15 MAY-1SEP/FRI-MON/0930-1800",AIRPORT,Y,02/20,3010,60,ASPH-G,,40,,,,G
GST,"1 SEP-15 MAY/ALL/0600-1430",AIRPORT,Y,02/20,3010,60,ASPH-G,,40,,,,G
GST,"15 MAY-1 SEP/TUE-THU/0600-1800",AIRPORT,Y,02/20,3010,60,ASPH-G,,40,,,,G
HOM,APR-OCT/ALL/0600-2100,AIRPORT,Y-L,04/22,6701,150,ASPH-P,HIGH,62,70,189,,P
HOM,NOV-MAR/ALL/0400-2100,AIRPORT,Y-L,04/22,6701,150,ASPH-P,HIGH,62,70,189,,P
JNU,ALL/ALL/ALL,AIRPORT,Y-L,08/26,8857,150,ASPH-G,HIGH,120,250,550,,F
ENA,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,02L/20R,7855,150,ASPH-G,HIGH,75,150,250,,F
KTN,ALL/ALL/0600-2130,AIRPORT,Y-L,11/29,7500,150,ASPH-G,HIGH,75,200,300,,G
ADQ,"SAME AS ARPT MAINT HRS",AIRPORT,Y-L,01/19,5010,150,ASPH-G,HIGH,53,110,150,,G
ADQ,"SAME AS ARPT MAINT HRS",AIRPORT,Y-L,08/26,7534,150,ASPH-G,HIGH,53,110,150,,G
ADQ,"SAME AS ARPT MAINT HRS",AIRPORT,Y-L,11/29,5400,150,ASPH-G,HIGH,53,110,150,,F
MCG,MAY-SEPT/THURS/0700-1500,AIRPORT,Y-L,16/34,5936,100,ASPH-G,MED,32,80,120,,G
MCG,"OCT-APR/MON-FRI/0800 - 1630",AIRPORT,Y-L,16/34,5936,100,ASPH-G,MED,32,80,120,,G
MCG,MAY-SEPT/MON-WED/0700-1730,AIRPORT,Y-L,16/34,5936,100,ASPH-G,MED,32,80,120,,G
ENN,UNATTND,AIRPORT,Y-L,04L/22R,4600,100,ASPH-G,MED,160,,,,G
OME,ALL/ALL/0700-2100,AIRPORT,Y,10/28,6009,150,ASPH-G,HIGH,150,150,320,,G
PAQ,ALL/M-F/0800-1700,AIRPORT,Y,16/34,6006,100,ASPH-G,MED,180,,,,F
PSG,APR-SEP/SAT-SUN/0830-1630,AIRPORT,Y-L,05/23,6400,150,ASPH-G,HIGH,75,160,,,F
PSG,APR-SEP/MON-FRI/0600-1630,AIRPORT,Y-L,05/23,6400,150,ASPH-G,HIGH,75,160,,,F
PSG,OCT-MAR/ALL/0500-1600,AIRPORT,Y-L,05/23,6400,150,ASPH-G,HIGH,75,160,,,F
SDP,"JAN - DEC/MON - SAT/0800-1600",AIRPORT,Y-L,14/32,5213,150,ASPH-G,MED,120,250,,,G
SIT,ALL/ALL/,AIRPORT,Y-L,11/29,7200,150,ASPH-G,HIGH,100,160,300,,F
SXQ,ALL/ALL/0700-1600,AIRPORT,Y-L,07/25,5001,130,ASPH-F,MED,12,,,,G
DUT,ALL/ALL/0800-1630,AIRPORT,Y-L,13/31,4500,100,ASPH-F,MED,60,,210,,G
VDZ,"JAN-DEC/MON - FRI/0600-1830",AIRPORT,Y-L,06/24,6500,150,ASPH-G,HIGH,75,200,300,,F
VDZ,"JAN-DEC/SAT & SUN/0800-1830",AIRPORT,Y-L,06/24,6500,150,ASPH-G,HIGH,75,200,300,,F
WRG,ALL/ALL/0600-1700,AIRPORT,Y-L,10/28,6000,150,ASPH-G,HIGH,75,175,175,,G
YAK,ALL/ALL/1430Z-0130Z,AIRPORT,Y-L,11/29,7732,150,ASPH-G,HIGH,38,107,200,,F
YAK,ALL/ALL/1430Z-0130Z,AIRPORT,Y-L,02/20,6475,150,CONC-G,HIGH,38,107,200,,G
ITO,ALL/ALL/0700-2030,AIRPORT,Y-L,08/26,9800,150,ASPH-G,HIGH,75,250,350,850,G
ITO,ALL/ALL/0700-2030,AIRPORT,Y-L,03/21,5600,150,ASPH-F,MED,75,80,140,410,F
HNL,ALL/ALL/ALL,AIRPORT,Y-L,04L/22R,6955,150,ASPH-F,HIGH,100,200,400,850,G
HNL,ALL/ALL/ALL,AIRPORT,Y-L,04R/22L,9002,150,ASPH-E,HIGH,100,200,400,850,F
HNL,ALL/ALL/ALL,AIRPORT,Y-L,08L/26R,12312,150,ASPH-F,HIGH,100,200,400,780,F
HNL,ALL/ALL/ALL,AIRPORT,Y-L,08R/26L,12000,200,ASPH-E,HIGH,80,170,400,780,G
OGG,ALL/ALL/ALL,AIRPORT,Y,05/23,4980,150,ASPH-G,MED,130,170,270,,G
OGG,ALL/ALL/ALL,AIRPORT,Y,02/20,6998,150,ASPH-G,HIGH,130,170,360,750,G
