Loc Id,Facility Type,Runway Id,Length,Width,Surface Type Condition,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Schedule
LAS,AIRPORT,H1,33,33,TURF,0.0,0.0,0.0,0.0,UNATNDD
HND,AIRPORT,H1,33,33,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
MEV,AIRPORT,H1,48,48,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
VGT,AIRPORT,02/20,2105,121,ASPH-TURF-E,0.0,0.0,0.0,0.0,UNATNDD
RTS,AIRPORT,02/20,6201,100,ASPH-E,0.0,60.0,0.0,0.0,UNATNDD
RNO,AIRPORT,14/32,4001,75,ASPH-E,25.0,0.0,0.0,0.0,ALL/MON-THU/0700-1900
POU,AIRPORT,H1,30,30,TURF,0.0,0.0,0.0,0.0,UNATNDD
ITH,AIRPORT,14/32,2000,100,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
PEO,AIRPORT,04/22,5598,50,ASPH-TURF,0.0,0.0,0.0,0.0,UNATNDD
LUK,AIRPORT,12/30,3840,50,DIRT-G,0.0,0.0,0.0,0.0,ALL/ALL/0600-2200
DFI,AIRPORT,H1,30,30,CONC-GRVL,0.0,0.0,0.0,0.0,MAR-OCT/THU-SUN/1100-DUSK
TOL,AIRPORT,09/27,2800,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
UNI,AIRPORT,NE/SW,15000,1500,WATER,0.0,0.0,0.0,0.0,UNATNDD
ADH,AIRPORT,15/33,11820,200,ASPH-G,100.0,240.0,500.0,0.0,UNATNDD
ADM,AIRPORT,05/23,6573,150,ASPH-G,40.0,73.0,115.0,0.0,UNATNDD
BVO,AIRPORT,02/20,1600,54,TURF,0.0,0.0,0.0,0.0,UNATNDD
RCE,AIRPORT,H1,55,55,MATS,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1730
6K4,AIRPORT,H1,40,28,CONC,0.0,0.0,0.0,0.0,UNATNDD
PNC,AIRPORT,18/36,1700,75,TURF,0.0,0.0,0.0,0.0,IREG
TUL,AIRPORT,12/30,1600,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
OKC,AIRPORT,18/36,1900,100,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
AST,AIRPORT,05/23,7001,100,ASPH-E,35.0,68.0,0.0,0.0,UNATNDD
UAO,AIRPORT,14/32,3147,40,ASPH-G,8.0,0.0,0.0,0.0,ALL/ALL/ALL
BKE,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
BDN,AIRPORT,03/21,2074,85,TURF,0.0,0.0,0.0,0.0,ALL/SAT/0800-1600
BNO,AIRPORT,04/22,6452,150,ASPH-G,80.0,123.0,0.0,0.0,ALL/ALL/ALL
DLS,AIRPORT,H1,35,35,CONC,0.0,0.0,0.0,0.0,UNATNDD
CVO,AIRPORT,14/32,1600,125,TURF,0.0,0.0,0.0,0.0,UNATNDD
LMT,AIRPORT,03/21,5500,75,ASPH-G,25.0,0.0,0.0,0.0,ALL/ALL/ALL
PDT,AIRPORT,09/27,1800,35,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0900-1700
GCD,AIRPORT,03/21,3400,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
77S,AIRPORT,17/35,1300,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
4S2,AIRPORT,07/25,1600,60,TURF,0.0,0.0,0.0,0.0,ATNDD/MON - SAT/0800 - 1700
LGD,AIRPORT,13/31,2117,60,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0500-2400
LKV,AIRPORT,09/27,1500,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
S33,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
EUG,AIRPORT,06/24,5500,75,ASPH-E,24.0,30.0,0.0,0.0,ALL/ALL/ALL
MMV,AIRPORT,09/27,4498,150,ASPH-P,20.0,0.0,0.0,0.0,UNATNDD
SLE,AIRPORT,11/29,3662,72,TURF,0.0,0.0,0.0,0.0,UNATNDD
ONP,AIRPORT,NW/SE,2500,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
ONO,AIRPORT,08/26,3400,70,TURF,0.0,0.0,0.0,0.0,ALL/MON-THUR/IREG
22S,AIRPORT,10/28,4030,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
HIO,AIRPORT,17/35,2600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
PDX,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
S39,AIRPORT,H1,80,80,CONC,0.0,0.0,0.0,0.0,UNATNDD
RDM,AIRPORT,03/21,4314,75,ASPH-G,30.0,0.0,0.0,0.0,ALL/SAT-SUN/0800-1700
MFR,AIRPORT,13/31,6400,100,ASPH-G,75.0,130.0,190.0,0.0,ALL/MON-FRI/0700-1700
REO,AIRPORT,07/25,4700,75,ASPH-G,16.0,20.0,0.0,0.0,UNATNDD
RBG,AIRPORT,17/35,2596,60,ASPH-G,4.0,0.0,0.0,0.0,UNATNDD
SPB,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,UNATNDD
OTH,AIRPORT,08/26,4074,115,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
S21,AIRPORT,H11,60,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
TMK,AIRPORT,09/27,2500,30,GRASS,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
AGC,AIRPORT,13/31,3136,80,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
CXY,AIRPORT,17/35,2600,50,ASPH-F,5.0,0.0,0.0,0.0,UNATNDD
PNE,AIRPORT,09/27,4137,60,ASPH-F,13.0,0.0,0.0,0.0,UNATNDD
PHL,AIRPORT,01/19,2764,25,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
UNV,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
AIK,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0700-1900
CHS,AIRPORT,09/27,2600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
JZI,AIRPORT,03/21,3579,60,ASPH-E,12.0,0.0,0.0,0.0,IREG
GYH,AIRPORT,18/36,2615,150,TURF,0.0,0.0,0.0,0.0,UNATNDD
GMU,AIRPORT,H1,40,40,CONC-E,0.0,0.0,0.0,0.0,UNATNDD
HXD,AIRPORT,08/26,1500,75,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
CUB,AIRPORT,17/35,1100,55,TURF,0.0,0.0,0.0,0.0,ALL/SAT-SUN/1500-2300Z++
ABR,AIRPORT,H1,30,20,WOOD,0.0,0.0,0.0,0.0,NOVEMBER-FEBRUARY/MON-SAT/0800-1800
SPF,AIRPORT,18/36,2625,60,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
YKN,AIRPORT,17/35,4400,75,ASPH-CONC-G,30.0,0.0,0.0,0.0,UNATNDD
HON,AIRPORT,18/36,3000,60,ASPH-G,4.0,0.0,0.0,0.0,ALL/M-F/0700-2000
FSD,AIRPORT,03/21,1800,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
PIR,AIRPORT,01/19,3010,60,ASPH-G,4.0,0.0,0.0,0.0,UNATNDD
RAP,AIRPORT,01/19,2000,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
HZD,AIRPORT,18/36,5001,100,CONC-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
RZR,AIRPORT,H1,25,25,GRAVEL-F,0.0,0.0,0.0,0.0,UNATTND
M02,AIRPORT,H1,50,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
M29,AIRPORT,E/W,1970,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
PHT,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
JWN,AIRPORT,H1,80,80,TURF,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
DKX,AIRPORT,H1,50,48,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
M54,AIRPORT,17/35,3100,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
CHA,AIRPORT,01R/19L,4208,100,ASPH-G,30.0,60.0,0.0,0.0,UNATNDD
TYS,AIRPORT,17/35,2580,40,ASPH-P,0.0,0.0,0.0,0.0,UNATNDD
MKL,AIRPORT,17/35,3000,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
NQA,AIRPORT,16/34,2900,50,ASPH-G,7.0,0.0,0.0,0.0,ALL/ALL/0700-1500
MNV,AIRPORT,18/36,1116,40,TURF-DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
BNA,AIRPORT,03/21,2900,42,ASPH-F,10.0,12.0,0.0,0.0,ALL/ALL/ALL
TRI,AIRPORT,17/35,3749,60,ASPH-G,10.0,0.0,0.0,0.0,UNATNDD
ABI,AIRPORT,H1,53,53,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
ADS,AIRPORT,16R/34L,8009,150,ASPH-G,120.0,250.0,550.0,0.0,UNATNDD
T31,AIRPORT,12/30,3247,94,DIRT,0.0,0.0,0.0,0.0,UNATNDD
AUS,AIRPORT,17/35,5224,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
BMT,AIRPORT,17/35,1900,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
BEA,AIRPORT,H1,20,20,ASPH,0.0,0.0,0.0,0.0,UNATNDD
BPG,AIRPORT,06/24,1300,50,TURF,0.0,0.0,0.0,0.0,IREG
XBP,AIRPORT,H1,60,60,ASPH,0.0,0.0,0.0,0.0,UNATNDD
BKS,AIRPORT,09/27,1701,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
CDS,AIRPORT,07/25,2950,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
CXO,AIRPORT,10/28,2000,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
CRP,AIRPORT,H1,40,40,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
DAL,AIRPORT,H1,65,65,ASPH,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
LUD,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
DTO,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,UNATNDD
CLL,AIRPORT,H1,50,50,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
GGG,AIRPORT,H1,65,65,ASPH,0.0,0.0,0.0,0.0,UNATNDD
EFD,AIRPORT,05/23,3845,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
ELP,AIRPORT,14/32,2497,50,ASPH-E,0.0,0.0,0.0,0.0,ALL/SUN/0600-1800
FTW,AIRPORT,H1,47,47,CONC,0.0,0.0,0.0,0.0,UNATNDD
GNC,AIRPORT,05/23,1885,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
UVA,AIRPORT,H1,48,48,GRVL-TURF,0.0,0.0,0.0,0.0,UNATNDD
IAH,AIRPORT,09R/27L,2179,100,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
GTU,AIRPORT,15/33,1550,50,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
T82,AIRPORT,08/26,2500,150,TURF,0.0,0.0,0.0,0.0,UNATNDD
DZB,AIRPORT,10C/28C,10775,150,ASPH-CONC-G,100.0,149.0,260.0,0.0,UNATTND
TME,AIRPORT,18/36,1400,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/ALL
AQO,AIRPORT,H1,100,200,TURF,0.0,0.0,0.0,0.0,UNATTENDED
LBB,AIRPORT,11/29,2129,30,ASPH-E,0.0,0.0,0.0,0.0,UNATNDD
GVT,AIRPORT,17/35,5119,100,ASPH-G,69.0,99.0,0.0,0.0,MAR-OCT/MON-SUN/0800-2000
MRF,AIRPORT,18/36,1700,75,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
MAF,AIRPORT,04/22,11001,150,ASPH-CONC-G,100.0,210.0,625.0,975.0,UNATNDD
MWL,AIRPORT,18/36,2900,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0800-DARK
ODO,AIRPORT,H1,54,54,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
AFW,AIRPORT,N/S,3000,36,DIRT,0.0,0.0,0.0,0.0,ALL/ALL/ALL
AMA,AIRPORT,13/31,6900,100,ASPH-G,91.0,108.0,168.0,0.0,UNATNDD
SJT,AIRPORT,14/32,2252,150,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
SAT,AIRPORT,08/26,1726,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
SPS,AIRPORT,02/20,3200,200,TURF,0.0,0.0,0.0,0.0,UNATNDD
SWI,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
SSF,AIRPORT,11/29,3539,100,ASPH-F,27.0,0.0,0.0,0.0,ALL/ALL/ALL
TRL,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
VCT,AIRPORT,02/20,1850,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
ACT,AIRPORT,N/S,2000,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
F05,AIRPORT,16/34,3164,30,CONC-G,0.0,0.0,0.0,0.0,UNATNDD
HOU,AIRPORT,H1,60,40,TURF-G,0.0,0.0,0.0,0.0,IREG
CNY,AIRPORT,H1,55,55,CONC,0.0,0.0,0.0,0.0,UNATNDD
PUC,AIRPORT,16/34,6080,100,CONC-G,60.0,0.0,0.0,0.0,UNATNDD
CDC,AIRPORT,17/35,2190,25,DIRT-P,0.0,0.0,0.0,0.0,ALL/ALL/ALL
HIF,AIRPORT,H1,60,40,CONC-F,0.0,0.0,0.0,0.0,IREG
DPG,AIRPORT,06/24,2800,150,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
OGD,AIRPORT,05/23,3500,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
PVU,AIRPORT,18/36,2251,60,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
RIF,AIRPORT,H1,39,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
SLC,AIRPORT,16/34,3600,40,TRTD,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
BTF,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
U42,AIRPORT,01/19,2584,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
SGU,AIRPORT,11/29,8000,150,PEM-E,0.0,0.0,0.0,0.0,ALL/ALL/ALL
VEL,AIRPORT,01/19,3450,27,ASPH,0.0,0.0,0.0,0.0,JUN-SEP/ALL/0800-1800
ENV,AIRPORT,12/30,930,60,TURF,0.0,0.0,0.0,0.0,IREG/IREG/DALGT
HSP,AIRPORT,18/36,1800,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
JYO,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
RIC,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0500-2400
ROA,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
RMN,AIRPORT,17L/35R,8500,150,CONC-G,120.0,250.0,550.0,1120.0,UNATNDD
JFZ,AIRPORT,09/27,2600,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
74S,AIRPORT,11/29,4050,60,ASPH,0.0,0.0,0.0,0.0,UNATNDD
S97,AIRPORT,14/32,3400,45,TURF,0.0,0.0,0.0,0.0,UNATNDD
AWO,AIRPORT,17/35,1800,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
BLI,AIRPORT,07/25,4961,150,TURF-P,0.0,0.0,0.0,0.0,UNATNDD
BFI,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
DEW,AIRPORT,01/19,3666,40,ASPH-G,0.0,0.0,0.0,0.0,NOV-MAR/ALL/0400-2100
SFF,AIRPORT,08/26,2307,30,DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
FHR,AIRPORT,11/29,4099,75,ASPH-F,12.0,0.0,0.0,0.0,UNATNDD
MWH,AIRPORT,16/34,2815,45,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
TCM,AIRPORT,09/27,600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
S52,AIRPORT,17/35,2250,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
OLM,AIRPORT,18/36,1950,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
EAT,AIRPORT,H2,75,75,CONC,0.0,0.0,0.0,0.0,UNATNDD
VUO,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,UNATNDD
PUW,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
RNT,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,"ALL/MON, WED & FRI/2100Z-0100Z"
BVS,AIRPORT,H1,40,40,ASPH-G,0.0,0.0,0.0,0.0,SUMMER/ALL/DALGT
PAE,AIRPORT,H1,100,100,ASPH-CONC-F,0.0,0.0,0.0,0.0,UNATNDD
GEG,AIRPORT,09/27,3700,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
TIW,AIRPORT,07/25,1700,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
PSC,AIRPORT,02/20,1200,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
ALW,AIRPORT,08/26,3000,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
CLM,AIRPORT,14/32,2000,100,TRTD-DIRT,0.0,0.0,0.0,0.0,UNATNDD
YKM,AIRPORT,H1,90,90,CONC-G,20.0,0.0,0.0,0.0,UNATNDD
ATW,AIRPORT,17R/35L,8000,198,PEM-F,0.0,0.0,0.0,0.0,UNATNDD
SUE,AIRPORT,H1,50,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/SR-SS
GRB,AIRPORT,09/27,2200,75,DIRT,0.0,0.0,0.0,0.0,ALL/ALL/1400-2230Z++ UTC-5(-4DT)
ENW,AIRPORT,12/30,3000,40,ASPH-TURF-F,0.0,0.0,0.0,0.0,No Information
LSE,AIRPORT,18/36,6000,100,CONC-G,70.0,100.0,100.0,0.0,No Information
MWC,AIRPORT,N/S,2650,150,TURF,0.0,0.0,0.0,0.0,No Information
C35,AIRPORT,18/36,2800,100,TURF,0.0,0.0,0.0,0.0,No Information
Y51,AIRPORT,17/35,3924,60,ASPH-G,12.0,0.0,0.0,0.0,No Information
MRB,AIRPORT,18/36,5000,50,TURF,0.0,0.0,0.0,0.0,No Information
I18,AIRPORT,11/29,2270,70,TURF-G,0.0,0.0,0.0,0.0,No Information
46U,AIRPORT,01/19,2500,75,DIRT-G,0.0,0.0,0.0,0.0,No Information
CPR,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,No Information
CYS,AIRPORT,01/19,3190,100,TURF-DIRT-F,0.0,0.0,0.0,0.0,No Information
EVW,AIRPORT,H1,15,15,TURF,0.0,0.0,0.0,0.0,No Information
LND,AIRPORT,H1,900,250,CONC-TURF,0.0,0.0,0.0,0.0,No Information
JAC,AIRPORT,H1,54,54,CONC-F,0.0,0.0,0.0,0.0,No Information
LAR,AIRPORT,18/36,1600,75,CONC,0.0,0.0,0.0,0.0,No Information
GCC,AIRPORT,17/35,2300,60,TURF,0.0,0.0,0.0,0.0,No Information
SHR,AIRPORT,12/30,4259,100,ASPH,0.0,0.0,0.0,0.0,No Information
SAA,AIRPORT,12/30,2600,150,TURF,0.0,0.0,0.0,0.0,No Information
GEY,AIRPORT,03W/21W,4495,653,WATER,0.0,0.0,0.0,0.0,No Information
RKS,AIRPORT,H1,70,70,CONC,0.0,0.0,0.0,0.0,No Information
COD,AIRPORT,13/31,8350,150,ASPH,0.0,0.0,0.0,0.0,No Information
CYXX,AIRPORT,17/35,5002,75,ASPH-G,12.0,0.0,0.0,0.0,No Information
MYAF,AIRPORT,H1,35,35,CONC-F,0.0,0.0,0.0,0.0,No Information
MYAM,AIRPORT,H1,40,40,CONC-TRTD-F,0.0,0.0,0.0,0.0,No Information
CYCD,AIRPORT,H1,20,20,CONC,0.0,0.0,0.0,0.0,No Information
CYYF,AIRPORT,12/30,3600,70,TURF,0.0,0.0,0.0,0.0,No Information
CYSU,AIRPORT,01/19,2200,60,TURF,0.0,0.0,0.0,0.0,No Information
CYQT,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,No Information
CZBB,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,No Information
CYVR,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,No Information
CYYJ,AIRPORT,N/S,2150,100,TURF,0.0,0.0,0.0,0.0,No Information
CYXY,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,No Information
